Ques No.,Ques Type,Date,Ministry,Member,Subject,links
3220,UNSTARRED,07.08.2014,WOMEN AND CHILD DEVELOPMENT,Derek O Brien,Quality in child care service,https://pqars.nic.in/annex/232/
3224,UNSTARRED,07.08.2014,WOMEN AND CHILD DEVELOPMENT,Gundu Sudharani,Rajiv Gandhi National Creche Scheme in Telangana,https://pqars.nic.in/annex/232/
3221,UNSTARRED,07.08.2014,WOMEN AND CHILD DEVELOPMENT,Wansuk Syiem,Treating juveniles as adults,https://pqars.nic.in/annex/232/
3217,UNSTARRED,07.08.2014,WOMEN AND CHILD DEVELOPMENT,C.M. Ramesh,Tackling maternal and child under nutrition,https://pqars.nic.in/annex/232/
2439,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Balwinder Singh Bhunder,Easing of norms for adoption,https://pqars.nic.in/annex/232/
2437,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Sukhendu Sekhar Roy,Funds for Beti Bachao Beti Padhao scheme,https://pqars.nic.in/annex/232/
2440,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Rajeev Chandrasekhar,Separate Ministry for children,https://pqars.nic.in/annex/232/
2441,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,T.N. Seema,Definition of child,https://pqars.nic.in/annex/232/
2444,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,T.N. Seema,Attack on women,https://pqars.nic.in/annex/232/Au2444.docx
2450,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,T.N. Seema,Programmes for welfare of children,https://pqars.nic.in/annex/232/Au2450.docx
2449,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Baishnab Parida,Comprehensive model for safety of women,https://pqars.nic.in/annex/232/
2434,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Baishnab Parida,Penalty for harassment at work place,https://pqars.nic.in/annex/232/
2435,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Husain Dalwai,Gender mainstreaming,https://pqars.nic.in/annex/232/
2438,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Gundu Sudharani,Vacancies in Anganwadis,https://pqars.nic.in/annex/232/Au2438.docx
2447,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Gundu Sudharani,ICPS in Andhra Pradesh,https://pqars.nic.in/annex/232/
2436,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Mansukh L. Mandaviya,Amendment in Juvenile Justice Act,https://pqars.nic.in/annex/232/
2448,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Narayan Lal Panchariya,Anganwadi Centres in Rajasthan,https://pqars.nic.in/annex/232/Au2448.docx
2445,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Bhupinder Singh,Anganwadis in Odisha,https://pqars.nic.in/annex/232/
2443,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,T.K. Rangarajan,Data on unlicensed adoption,https://pqars.nic.in/annex/232/
2442,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,C.M. Ramesh,Post adoption mechanism,https://pqars.nic.in/annex/232/
2446,UNSTARRED,31.07.2014,WOMEN AND CHILD DEVELOPMENT,Vijay Goel,Proposal to amend the legislation of maternity rights,https://pqars.nic.in/annex/232/
1824,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Vijay Jawaharlal Darda,Features of ICPP for Rehabilitation and reintegration of destitute children,https://pqars.nic.in/annex/232/
1825,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,B.K. Hariprasad,Loans to single women,https://pqars.nic.in/annex/232/
1819,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Ambeth Rajan,Funds under ICP Programme,https://pqars.nic.in/annex/232/
1823,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Anil Kumar Sahani,Housing scheme for widows,https://pqars.nic.in/annex/232/
1816,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Narendra Kumar Kashyap,Awareness programme for women,https://pqars.nic.in/annex/232/
1826,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Rajeev Chandrasekhar,Commissions for protection of child rights,https://pqars.nic.in/annex/232/
1828,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Baishnab Parida,Bal Bandhu Scheme for protection of children,https://pqars.nic.in/annex/232/
1829,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Parvez Hashmi,States running Anganwadi scheme,https://pqars.nic.in/annex/232/Au1829.docx
1821,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Husain Dalwai,Scheme for women of religious minorities,https://pqars.nic.in/annex/232/
1817,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Rajani Patil,Re harnessing of ICDS Scheme,https://pqars.nic.in/annex/232/
1818,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Rajani Patil,Nutrition rehabilitation centres,https://pqars.nic.in/annex/232/Au1818.docx
1827,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,C.P. Narayanan,Orphanages in the country,https://pqars.nic.in/annex/232/
1830,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Satyanarayan Jatiya,Duty hours of Anganwadi workers,https://pqars.nic.in/annex/232/Au1830.docx
1822,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Pradeep Kumar Balmuchu,"Changes to Juvenile Justice Act, 2000",https://pqars.nic.in/annex/232/
1820,UNSTARRED,24.07.2014,WOMEN AND CHILD DEVELOPMENT,Bhupinder Singh,Anganwadi in Odisha,https://pqars.nic.in/annex/232/
1052,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Vijay Jawaharlal Darda,Miserable conditions of widows,https://pqars.nic.in/annex/232/
145,STARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Kanwar Deep Singh,Children of imprisoned illegally migrated parents,https://pqars.nic.in/annex/232/As145.html
1053,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Ambeth Rajan,State level Commissions for Women,https://pqars.nic.in/annex/232/
1044,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Rajeev Chandrasekhar,Prevention of Children from Sexual Offences Act,https://pqars.nic.in/annex/232/Au1044.docx
1045,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Jharna Das Baidya,Anganwadi Centres in country,https://pqars.nic.in/annex/232/
1049,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,P. Rajeeve,Atrocities against women,https://pqars.nic.in/annex/232/Au1049.docx
1047,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Baishnab Parida,IGMSY and RSBY,https://pqars.nic.in/annex/232/Au1047.docx
1046,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Naresh Agrawal,Sub standard food for pregnant women,https://pqars.nic.in/annex/232/
1051,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Bimla Kashyap Sood,Rajiv Gandhi National Creche scheme scam,https://pqars.nic.in/annex/232/
1054,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Bhushan Lal Jangde,Sabla Yojana in Chhattisgarh,https://pqars.nic.in/annex/232/
1048,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Aayanur Manjunatha,Awards for women empowerment,https://pqars.nic.in/annex/232/
1043,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Satyanarayan Jatiya,Beti Bachao Beti Padhao campaign,https://pqars.nic.in/annex/232/
1042,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Shantaram Naik,Financial assistance for marriage of girls,https://pqars.nic.in/annex/232/
1050,UNSTARRED,17.07.2014,WOMEN AND CHILD DEVELOPMENT,Parimal Nathwani,Trafficking from under developed States,https://pqars.nic.in/annex/232/Au1050.docx
2015,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Najma A. Heptulla,Schemes for abandoned women,https://pqars.nic.in/annex/230/Au2015.html
2006,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Toddlers and minor children in jails,https://pqars.nic.in/annex/230/Au2006.html
2007,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Violence against maid servants,https://pqars.nic.in/annex/230/Au2007.docx
2005,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,BIRENDRA PRASAD BAISHYA,Regulation of placement agencies,https://pqars.nic.in/annex/230/Au2005.html
2001,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,PRABHA THAKUR,Exploitation of minor children,https://pqars.nic.in/annex/230/Au2001.docx
263,STARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,P. Rajeeve,Utilization of funds under the Nirbhaya Scheme,https://pqars.nic.in/annex/230/As263.html
278,STARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,T.N. Seema,Indias ranking in gender gap report,https://pqars.nic.in/annex/230/As278.docx
2010,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,K.P. Ramalingam,National Early Childhood Care and Education Council,https://pqars.nic.in/annex/230/Au2010.html
2011,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,K.P. Ramalingam,Law to protect trafficked women,https://pqars.nic.in/annex/230/Au2011.html
2021,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,JANARDHAN WAGHMARE,Child care centres,https://pqars.nic.in/annex/230/Au2021.docx
271,STARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,D. Raja,Rehabilitation of rescued children,https://pqars.nic.in/annex/230/As271.html
2008,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,V. Maitreyan,Funds for welfare and development of women in distress,https://pqars.nic.in/annex/230/Au2008.html
2014,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Kusum Rai,Monitoring of ICDS,https://pqars.nic.in/annex/230/Au2014.html
2002,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,M.P. Achuthan,Miserable condition of widows,https://pqars.nic.in/annex/230/Au2002.html
2016,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Parvez Hashmi,Remuneration of anganwadi workers,https://pqars.nic.in/annex/230/Au2016.html
261,STARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Rajani Patil,Schemes for destitute neglected children,https://pqars.nic.in/annex/230/As261.html
2017,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Naresh Agrawal,Deaths due to malnutrition,https://pqars.nic.in/annex/230/Au2017.html
2009,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,S. Thangavelu,Multi sectoral programme for maternal and child under nutrition,https://pqars.nic.in/annex/230/Au2009.html
2018,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Avinash Pande,National Policy for Women,https://pqars.nic.in/annex/230/Au2018.html
2013,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,Mahendra Singh Mahra,Development of women and children in hill States,https://pqars.nic.in/annex/230/Au2013.docx
2004,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,Cases of domestic violence,https://pqars.nic.in/annex/230/Au2004.html
2012,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,Under nourishment and anaemia in children,https://pqars.nic.in/annex/230/Au2012.docx
2019,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,Working of Anganwadi Centres,https://pqars.nic.in/annex/230/Au2019.docx
2020,UNSTARRED,10.02.2014,WOMEN AND CHILD DEVELOPMENT,N.K. SINGH,Inquiry into rape incidents,https://pqars.nic.in/annex/230/Au2020.html
141,STARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Sanjay Raut,Adoption norms,https://pqars.nic.in/annex/230/As141.html
1234,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Indira Gandhi Matritva Sahyog Yojana,https://pqars.nic.in/annex/230/Au1234.html
1239,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Service centres for immediate relief to women victims,https://pqars.nic.in/annex/230/Au1239.html
1228,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Ajay Sancheti,Extension of scope and coverage of women and child development schemes,https://pqars.nic.in/annex/230/Au1228.html
1238,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,PRABHA THAKUR,Trafficking of women and children,https://pqars.nic.in/annex/230/Au1238.docx
1237,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Ambeth Rajan,Protection of inmates in juvenile homes,https://pqars.nic.in/annex/230/Au1237.html
1226,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,G. N. Ratanpuri,Coverage of children under ICDS,https://pqars.nic.in/annex/230/Au1226.docx
1223,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,P. Rajeeve,Framing of rules under Sexual Harassment of Women at Workplace Act,https://pqars.nic.in/annex/230/Au1223.html
1222,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,T.M. SELVAGANAPATHI,Child marriage,https://pqars.nic.in/annex/230/Au1222.html
1219,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Jharna Das Baidya,Improvement of child care facilities for working women,https://pqars.nic.in/annex/230/Au1219.html
1230,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,SHYAMAL CHAKRABORTY,Buildings for Anganwadi Centres,https://pqars.nic.in/annex/230/Au1230.html
1220,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,BHAGAT SINGH KOSHYARI,Schemes for single child families,https://pqars.nic.in/annex/230/Au1220.html
1235,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Ram Kripal Yadav,Funds to Bihar under ICDS,https://pqars.nic.in/annex/230/Au1235.html
1229,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Shadi Lal Batra,Implementation of ICPS,https://pqars.nic.in/annex/230/Au1229.docx
1240,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,S. Thangavelu,Energy rich food to children under ICDS,https://pqars.nic.in/annex/230/Au1240.html
1225,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,S. Thangavelu,Setting up of internal complaints committees,https://pqars.nic.in/annex/230/Au1225.docx
1133,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Bimla Kashyap Sood,Investigation into Rajiv Gandhi Creche Scheme,https://pqars.nic.in/annex/230/Au1133.html
1224,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Bimla Kashyap Sood,Irregularities in Rajiv Gandhi Creche Scheme,https://pqars.nic.in/annex/230/Au1224.html
1231,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Rajani Patil,Exploitation of women at workplace,https://pqars.nic.in/annex/230/Au1231.docx
1232,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Santiuse Kujur,Children engaged as domestic helps,https://pqars.nic.in/annex/230/Au1232.html
1233,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Gundu Sudharani,Anti child abuse guidelines,https://pqars.nic.in/annex/230/Au1233.html
1227,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Dilip Kumar Tirkey,Funds for observation homes and special homes,https://pqars.nic.in/annex/230/Au1227.html
1221,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,Parimal Nathwani,Implementation of restructured ICDS,https://pqars.nic.in/annex/230/Au1221.html
1236,UNSTARRED,16.12.2013,WOMEN AND CHILD DEVELOPMENT,N. BALAGANGA,Working of Anganwadi Centres,https://pqars.nic.in/annex/230/Au1236.docx
460,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Vijay Jawaharlal Darda,Refocusing on juvenile justice system,https://pqars.nic.in/annex/230/Au460.html
455,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,UNs anti child marriage resolution,https://pqars.nic.in/annex/230/Au455.html
60,STARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,Progress for Gender Budgeting,https://pqars.nic.in/annex/230/As60.html
465,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Thaawar Chand Gehlot,Cases of violence against domestic helps,https://pqars.nic.in/annex/230/Au465.html
458,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,T.N. Seema,Collection of gender disaggregated data,https://pqars.nic.in/annex/230/Au458.docx
59,STARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,RABINARAYAN MOHAPATRA:,Release of Central share for assistance and support to rape victims in Odisha,https://pqars.nic.in/annex/230/As59.html
46,STARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,P. Rajeeve,Deaths due to malnutrition,https://pqars.nic.in/annex/230/As46.html
462,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Jaya Bachchan,Assistance for single mothers,https://pqars.nic.in/annex/230/Au462.html
463,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Kanimozhi,High level committee on status of women,https://pqars.nic.in/annex/230/Au463.html
464,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Kanimozhi,Anganwadi Centres,https://pqars.nic.in/annex/230/Au464.docx
450,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Jharna Das Baidya,Implementation of Rajiv Gandhi National Creche Scheme,https://pqars.nic.in/annex/230/Au450.html
451,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,D. Raja,Conviction rate in cases registered under POCSO Act,https://pqars.nic.in/annex/230/Au451.html
452,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,SHYAMAL CHAKRABORTY,Cases of child sexual abuse,https://pqars.nic.in/annex/230/Au452.html
453,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,M.P. Achuthan,Implementation of POCSO Act,https://pqars.nic.in/annex/230/Au453.html
461,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Arvind Kumar Singh,CRY report on malnourished children,https://pqars.nic.in/annex/230/Au461.docx
456,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Mansukh L. Mandaviya,Misuse of rape and dowery related laws,https://pqars.nic.in/annex/230/Au456.html
457,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,Working women hostels in Rajasthan,https://pqars.nic.in/annex/230/Au457.html
459,UNSTARRED,09.12.2013,WOMEN AND CHILD DEVELOPMENT,Mani Shankar Aiyar,Activity maps for Panchayat institutions,https://pqars.nic.in/annex/230/Au459.html
1074,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,Najma A. Heptulla,Relocation of Mini Aanganwadis in MP,https://pqars.nic.in/annex/229/Au1074.html
1075,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,PRABHA THAKUR,Gangs using children for begging,https://pqars.nic.in/annex/229/Au1075.html
1067,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,P. Bhattacharya,Malnutrition among women and children,https://pqars.nic.in/annex/229/Au1067.html
1072,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,BHAGAT SINGH KOSHYARI,"Number of Aanganwadi supervisors,workers",https://pqars.nic.in/annex/229/Au1072.docx
1077,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,BHAGAT SINGH KOSHYARI,Aid to rape victims,https://pqars.nic.in/annex/229/Au1077.html
1076,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,Jaya Bachchan,Rising cases of trafficking of women and children,https://pqars.nic.in/annex/229/Au1076.html
1070,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,Pankaj Bora,Equal pay for equal work for women,https://pqars.nic.in/annex/229/Au1070.html
1066,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,Palvai Govardhan Reddy,Strict implementation of Juvenile Justice Act,https://pqars.nic.in/annex/229/Au1066.html
1068,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,A.V. Swamy,Cases of domestic violence,https://pqars.nic.in/annex/229/Au1068.html
1069,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,C.P. Narayanan,Children reported missing from homes,https://pqars.nic.in/annex/229/Au1069.html
1065,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,Pradeep Kumar Balmuchu,Review of schemes for women and child development,https://pqars.nic.in/annex/229/Au1065.html
1071,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,Mansukh L. Mandaviya,Education and other facilities for children of women prisoners,https://pqars.nic.in/annex/229/Au1071.html
1073,UNSTARRED,14.08.2013,WOMEN AND CHILD DEVELOPMENT,Devender Goud T.,One Stop Crisis Centre for Women,https://pqars.nic.in/annex/229/Au1073.html
454,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,PRABHA THAKUR,Exploitation of TV child artists,https://pqars.nic.in/annex/229/Au454.html
451,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,T.N. Seema,Mentally challenged women,https://pqars.nic.in/annex/229/Au451.html
450,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,Om Prakash Mathur,Women helpline for complaints of sexual offences,https://pqars.nic.in/annex/229/Au450.html
448,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,Ishwarlal Shankarlal Jain,Checking child marriages,https://pqars.nic.in/annex/229/Au448.html
447,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,BHAGAT SINGH KOSHYARI,Exploitation of women and children working in circus companies,https://pqars.nic.in/annex/229/Au447.html
453,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,K.N. Balagopal,Child abuse cases in the country,https://pqars.nic.in/annex/229/Au453.html
455,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,Rajiv Pratap Rudy,Bad quality food supply for Anganwadis,https://pqars.nic.in/annex/229/Au455.html
452,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,Smriti Zubin Irani,Report on malnourished children in India,https://pqars.nic.in/annex/229/Au452.docx
446,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,Husain Dalwai,Incidents of malnutrition deaths among children,https://pqars.nic.in/annex/229/Au446.docx
449,UNSTARRED,07.08.2013,WOMEN AND CHILD DEVELOPMENT,N.K. SINGH,Malnourishment in India,https://pqars.nic.in/annex/229/Au449.docx
4641,UNSTARRED,08.05.2013,WOMEN AND CHILD DEVELOPMENT,TARINI KANTA ROY,Sexual assault on children and women with disabilities,https://pqars.nic.in/annex/228/Au4641.html
4632,UNSTARRED,08.05.2013,WOMEN AND CHILD DEVELOPMENT,Vijay Jawaharlal Darda,Awareness among mothers about nutrition,https://pqars.nic.in/annex/228/Au4632.html
4638,UNSTARRED,08.05.2013,WOMEN AND CHILD DEVELOPMENT,GYAN PRAKASH PILANIA,Maternal Family Health Survey on domestic violence,https://pqars.nic.in/annex/228/Au4638.docx
4524,UNSTARRED,08.05.2013,WOMEN AND CHILD DEVELOPMENT,Parshottam Rupala,Mentally retarded women victimized due to rape,https://pqars.nic.in/annex/228/Au4524.html
4636,UNSTARRED,08.05.2013,WOMEN AND CHILD DEVELOPMENT,T.N. Seema,Inmates of juvenile homes addicted to drugs,https://pqars.nic.in/annex/228/Au4636.html
